,Fecha,Estado,Enunciado
4151,18-10-20,no resuelto,correo de chile - paquete aceptado por operador logistico
4152,17-10-20,None,correos de chile - ayuda
4153,17-10-20,None,correos chile - falta de información
4154,17-10-20,None,"correo de chile - no entrega devolucion a remitente ""nunca llego"""
4155,17-10-20,None,correos de chile - demora entrega
4156,17-10-20,None,correos de chile - internacio encomienda
4157,17-10-20,None,correos de chile - no entrega de paquete
4158,17-10-20,no resuelto,correos de chile - demora excesiva de entrega
4159,16-10-20,no resuelto,correos chile - 1 mes que mi paquete está extraviado.
4160,16-10-20,None,correos de chile - demora internación
4161,16-10-20,no resuelto,correos de chile
4162,16-10-20,resuelto,correos de chile - dos compras de aliexpress retenidas en planta cep rm
4163,16-10-20,None,correos de chile - demora en entrega
4164,16-10-20,None,"correos de chile - demora en entrega de encomienda, posible extravio"
4165,16-10-20,None,correos de chile - envio figura entregado y no es asi repartidor roba envios
4166,16-10-20,None,correos de chile - demora en tiempo de entrega
4167,16-10-20,None,correos - lento proceso de internacion
4168,16-10-20,None,correos de chile - encomienda en centro de despacho
4169,16-10-20,no resuelto,correos de chile - no entrega de pedidos
4170,16-10-20,None,correos de chile - imposibilidad de entrega aliexpress
4171,16-10-20,None,correos de chile - no tengo informacion
4172,16-10-20,None,correos de chile - entrega no realizada por direccion insuficiente
4173,15-10-20,None,correos de chile - paquete no entregado
4174,15-10-20,None,correos de chile - paquete en tránsito
4175,15-10-20,no resuelto,correos de chile - paquete no llega
4176,15-10-20,no resuelto,correos de chile - paquetes no entregados
4177,15-10-20,None,correos de chile - problemas con los pedidos internacionales
4178,15-10-20,None,correos de chile - tiempo de espera
4179,15-10-20,None,corres de chile - retraso de entrega
4180,15-10-20,None,correos chile - tiempo de envío de productos.
4181,15-10-20,no resuelto,correos chile - pedido aliexpress no recibido
4182,15-10-20,None,correos de chile - envié un paquete el 21 de septiembre y aún sigue en tránsito
4183,14-10-20,None,correos chile - paquetes no llegan
4184,14-10-20,None,correos de chile - demora en entrega de encomienda
4185,14-10-20,None,correos de chile - error ingreso de documentos para envío internacional
4186,14-10-20,None,correos de chile - no entregan paquetes de aliexpress y más encima cobran por entregar correo.
4187,14-10-20,None,correos de chile - incumplimiento tiempos de entrega y respuestas
4188,14-10-20,None,correos de chile - no ha llegado el envío de usps
4189,14-10-20,None,correos de chile - demora y no información
4190,14-10-20,None,correos de chile - pedido no entregado
4191,14-10-20,None,correos de chile - despacho no llega a domicilio
4192,14-10-20,None,correos de chile - paquete con más de un día en reparto
4193,14-10-20,None,correos de chile - extraviado
4194,14-10-20,None,correos chile - imposibilidad de entregar paquete
4195,14-10-20,no resuelto,correos de chile - paquete aceptado por operador logistico
4196,13-10-20,no resuelto,correos de chile - entrega no pudo ser realizada
4197,13-10-20,None,correos de chile - demora de correos de chile y aduanas
4198,13-10-20,None,correos chile - sin movimiento
4199,13-10-20,None,correos chile - entrega falsa
4200,13-10-20,None,correos de chile - retencion de producto injustificada
4201,13-10-20,None,correos de chile - mi envío rb002285725sg lleva más de dos semanas en proceso de internacion al país!
4202,13-10-20,no resuelto,correos de chile - pedido no entregado y no devuelto a su país de origen
4203,13-10-20,None,correos de chile - despacho
4204,13-10-20,None,"correos de chile - llegado al país de destino, pendiente de despacho de adunas"
4205,13-10-20,resuelto,correos de chile - envío internacional pendiente de entrega
4206,13-10-20,no resuelto,correos de chile - paquete detenido en centro tecnológico postal
4207,13-10-20,no resuelto,correos de chile - demora excesiva en recepcionar encomienda
4208,13-10-20,None,correos de chile - demora en envio de producto.
4209,13-10-20,None,correo chile - retencion de paquete
4210,13-10-20,None,correos de chile - no llegan pedidos de wish
4211,12-10-20,no resuelto,correos de chile - encomiendas perdidas
4212,12-10-20,None,correos de chile - encomienda sin entregar
4213,12-10-20,None,correos de chile - en internacion casi 1 mes
4214,12-10-20,None,correos de chile - tardanza en envío de encomienda
4215,12-10-20,None,correos de chile - envío internacional demorado
4216,12-10-20,None,correos de chile - encomienda detenida en pre alerta desde el 27 de agosto
4217,12-10-20,no resuelto,correos de chile - están trabajando??
4218,11-10-20,None,correos de chile - mi pedido fue entregado a otra persona
4219,11-10-20,no resuelto,correos - pérdida de encomienda
4220,11-10-20,no resuelto,correos de chile - pedidos no llegan
4221,11-10-20,None,correos de chile - no cumplen ley de transparencia
4222,10-10-20,None,correos de chile - envios en estado de reparto hace días
4223,10-10-20,None,correos de chile - declsring customs error. robo correo de chile
4224,10-10-20,None,correos de chile - paquetes hace más de un mes retenidos en sucursal la serena y no disponible para retirar o
4225,10-10-20,None,correos de chile - se estravio paquete
4226,10-10-20,None,correos de chile - paquete sin entrega ni seguimiento
4227,10-10-20,None,correos de chile - envio no avanza
4228,10-10-20,None,correos de chile - producto no recibe actualizaciones
4229,09-10-20,None,correos de chile - producto entregado a otra persona en otra comuna
4230,09-10-20,None,correos de chile - demora en entrega de encomiendas
4231,09-10-20,None,coreos de chile - demora en entrega de encomiendas
4232,09-10-20,resuelto,"correos de chile - producto ""en internación hace un mes"""
4233,09-10-20,no resuelto,correos chile - paquetes demorados en internacion
4234,09-10-20,None,correos chile - demora en despacho y nula actualización en sistema de entrega
4235,09-10-20,None,correos chile - pedido
4236,09-10-20,no resuelto,correos de chile - rezago y reembolso
4237,09-10-20,None,correos de chile - tiempo de despacho
4238,09-10-20,None,correoschile - error despacho de aduanas
4239,08-10-20,None,correos de chile - no dan respuesta por compra internacional
4240,08-10-20,None,correos de chile - no llega mi pedido
4241,08-10-20,None,correos de chile - no entrega del producto
4242,08-10-20,None,correos de chile - mala atencion
4243,08-10-20,resuelto,correos de chile - delivery failed: imposibilidad de entregar paquete (aliexpress)
4244,08-10-20,no resuelto,correos de chile - demora entrega pedido internacional
4245,07-10-20,None,correos de chile - 15 dias en estado aceptado por operador logistico.
4246,07-10-20,None,correos de chile - gran demora y mala atencion en oficina correos puerto varas
4247,07-10-20,None,correos de chile - encomienda desde uk. londres
4248,07-10-20,None,correos chile - mi pedido de wish aun no llega
4249,07-10-20,None,correos de chile - demora en la entrega de compra internacional
4250,07-10-20,None,correos de chile - envio no entregado a la persona correcta
4251,07-10-20,None,correos de chile - mi pedido aún no llega
4252,07-10-20,None,correos de chile - paquetes nunca entegados
4253,07-10-20,None,correos de chile - procesos inaceptables
4254,07-10-20,no resuelto,"correos de chile - horrible 77 días en tránsito, más de 2 meses pedido en chile, me pidieron documentación la cual fue enviada"
4255,06-10-20,None,correoschile - paquete nunca llego
4256,06-10-20,None,correos de chile - empresa negligente y poco sria
4257,06-10-20,None,correo chile - empresa se niega a; responder por envio.
4258,06-10-20,None,correos de chile - demora internacion
4259,06-10-20,None,correos de chile - envio aliexpress delivery failed
4260,06-10-20,None,correos de chile - paquete no entregado
4261,06-10-20,None,correos de chile - producto no entregado a la aduana
4262,06-10-20,None,correos de chile - imposibilidad de entregar paquete (aliexpress)
4263,06-10-20,None,correos de chile
4264,06-10-20,None,correos de chile - demora en despacho
4265,06-10-20,no resuelto,"correos de chile - paquete no entregado, y no me dan ninguna ionformacion"
4266,06-10-20,None,correoschile - estancamiento de pedido y mala atencion
4267,06-10-20,None,correos de chile - demora en entrega de pedido casi 1 mes
4268,06-10-20,no resuelto,correos de chile - no entrega de paquete
4269,05-10-20,resuelto,correos chile - demora en la entrega de encomienda
4270,05-10-20,None,correos chile - el pedido no llega
4271,05-10-20,None,correos chile - no entrega de envío
4272,05-10-20,None,correos de chile - mala atención en sucursal y en el teléfono de contacto
4273,05-10-20,None,correos de chile - retraso en las entregas
4274,05-10-20,None,correos de chile - no entrega
4275,05-10-20,no resuelto,correos de chile - no contestan reclamos que deberian entregarme pedidos que aparecen como entregados y es falso.
4276,05-10-20,no resuelto,correos de chile - pedido no llega
4277,05-10-20,no resuelto,correos de chile - internación
4278,05-10-20,None,correos de chile - no entrega
4279,05-10-20,no resuelto,correos de chile - pedido en espera de recepción
4280,05-10-20,None,correos de chile - envio en proceso de internacion
4281,05-10-20,no resuelto,correos de chile - envíos sin movimiento.
4282,05-10-20,None,correos de chile - paquete en reparto por 6 dias
4283,04-10-20,None,correos chile - no me llegan los pedidos
4284,04-10-20,no resuelto,correos chile - demora entrega
4285,04-10-20,None,correos de chile - producto no lo entregan
4286,03-10-20,None,correos de chile - atencion telefonica horrible
4287,03-10-20,no resuelto,correos de chile - envió en reparto no llega
4288,03-10-20,None,correos de chile - cartas no recibidas
4289,03-10-20,no resuelto,correos de chile - paquete en estado santiago de chile linehaul arrival
4290,03-10-20,None,correos de chile - no entrega de envío internacional
4291,03-10-20,None,correos de chile - imposibilidad de entregar paquete por dirección erronea
4292,03-10-20,None,correos chile - paquete no entregado a destino
4293,03-10-20,None,correos de chile - imposibilidad de entregar paquete
4294,02-10-20,None,correos de chile - pedido aun no llega
4295,02-10-20,None,correos de chile - paquete entregado a persona incorrecta
4296,02-10-20,resuelto,correos de chile - mi envio dice aceptado por operador logístico
4297,02-10-20,no resuelto,correos de chile - internación
4298,02-10-20,None,correos de chile - tardanza en proceso de internación
4299,02-10-20,None,"correos de chile - retraso en la entrega, sin actualización"
4300,02-10-20,None,correos de chile - mi paquete no se mueve
4301,02-10-20,None,correos de chile - aun sin informacio de seguimiento en pagina de correos
4302,02-10-20,None,correos de chile - retraso en el pedido
4303,02-10-20,None,correos de chile - proceso de internacion
4304,02-10-20,None,correos de chile - retraso excesivc
4305,02-10-20,None,correos de chile - retraso en el envío de paquete aliexpress
4306,01-10-20,None,correos de chile - mi pedido aun no llega
4307,01-10-20,None,correos de chile - envío no pudo ser entregado
4308,01-10-20,None,correos de chile - demora en entrega de paquetes internacionales
4309,01-10-20,resuelto,correos de chile - no entrega de paquete
4310,01-10-20,None,"correos de chile - paquete ""en reparto"" sin movimiento"
4311,01-10-20,None,correos de chile - cobro indebido
4312,01-10-20,resuelto,correos de chile - entregaron mi paquete a otra persona
4313,01-10-20,no resuelto,correochile - pesima atencion y tardanza en respuesta
4314,01-10-20,no resuelto,correos de chile - estatus de paquete
4315,01-10-20,no resuelto,correos de chile - no entrega de paquete
4316,01-10-20,None,correos de chile - sin información actualizada del estado del paquete y envio a sucursal
4317,01-10-20,None,correos de chile - . envío internacional no recibido estancado en cep rm
4318,01-10-20,no resuelto,"correos de chile - mi paquete aparece ""santiago ocpi cp"""
4319,01-10-20,None,"correos de chile - correos de chile paquete estancado en ""aceptado por el operador logístico"""
4320,01-10-20,None,correos de chile - entreguen me mi paquete
4321,30-09-20,no resuelto,"correos de chile - pedido sin movimiento , aún no entregado"
4322,30-09-20,None,correos de chile - incumplimiento de servicio. paquete no entregado
4323,30-09-20,None,correos de chile - dirección insuficiente
4324,30-09-20,resuelto,"correos de chile - hace un par de meses e encargado cosas de aliexpres , todas las cosas han llegado a correos de chile, me he a"
